"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__EndGameTick"
"GameData_16_4","7","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","14.285714285714285","0","2000"
"GameData_4_8","13","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","9.027777777777777","0","2000"
"GameData_4_9","175","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","121.52777777777777","0","285"
"GameData_4_6","13","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","9.027777777777777","0","2000"
"GameData_4_7","13","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","9.027777777777777","0","2000"
"GameData_15_8","29","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","9.415584415584416","2","1397"
"GameData_15_9","126","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","40.909090909090914","0","662"
"GameData_3_1","96","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","25.806451612903224","-13","1063"
"GameData_15_2","20","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","6.493506493506493","0","1011"
"GameData_3_2","96","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","25.806451612903224","-1","519"
"GameData_15_3","20","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","6.493506493506493","2","1179"
"GameData_15_0","20","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","6.493506493506493","5","1605"
"GameData_3_0","18","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","4.838709677419355","-1","424"
"GameData_15_1","20","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","6.493506493506493","2","1404"
"GameData_3_5","124","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","33.33333333333333","-13","854"
"GameData_15_6","29","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","9.415584415584416","0","761"
"GameData_3_6","162","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","43.54838709677419","-10","1241"
"GameData_15_7","29","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","9.415584415584416","2","931"
"GameData_3_3","97","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","26.0752688172043","-6","740"
"GameData_15_4","20","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","6.493506493506493","2","1733"
"GameData_3_4","122","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","32.795698924731184","-4","654"
"GameData_15_5","29","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","9.415584415584416","11","1422"
"GameData_3_9","125","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","33.60215053763441","-8","1440"
"GameData_3_7","173","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","46.50537634408602","-15","891"
"GameData_3_8","173","controllers.singlePlayer.sampleFlatMCTS.Agent","232500","46.50537634408602","-5","633"
"GameData_18_7","50","controllers.singlePlayer.sampleFlatMCTS.Agent","456192","56.81818181818182","0","1500"
"GameData_18_8","50","controllers.singlePlayer.sampleFlatMCTS.Agent","456192","56.81818181818182","0","1500"
